16,2:-4, -12, -8, -2, -14, -8, -20
5,-11:-4, -12, -8, -2, -14, -8, -18
5,-11:-4, -12, -8, -2, -14, -8, -16
10,-15:-4, -6, 6, -8, -12, 6, -4
14,-18:-4, 2, 0, -8, 4, -22, -22
14,-18:-4, 2, 0, -8, 4, -22, -20
3,-7:-4, 2, 6, -8, 6, -2, -14
3,-7:-4, 2, 6, -8, 6, -2, -12
3,-7:-4, 2, 6, -8, 6, -2, -10
-16,18:-4, -14, 10, 10, 2, 6, 2, 28
5,-11:-4, -12, -8, -2, -14, -8, -12, -12
5,-11:-4, -12, -8, -2, -14, -8, -12, -8
5,-11:-4, -12, -8, -2, -14, -8, -10, -12
5,-11:-4, -12, -8, -2, -14, -8, -6, -10
5,-11:-4, -12, -8, -2, -14, -8, -6, -8
5,-11:-4, -12, -8, -2, -14, -8, -6, -6
4,-7:-4, -12, -4, -4, -10, -18, -8, 6
16,-22:-4, -6, -8, -4, -14, -2, -28, -28
16,-22:-4, -6, -8, -4, -14, -2, -28, -26
4,-5:-4, -6, 0, -2, -30, -4, 2, 0
4,-5:-4, -6, 0, -2, -30, -4, 2, 2
24,-1:-4, -6, 0, -2, -14, -20, -14, -16
24,-1:-4, -6, 0, -2, -14, -20, -14, -14
10,-15:-4, -6, 6, -8, -12, -4, -12, 2
10,-15:-4, -6, 6, -8, -12, -4, 2, -12
13,-14:-4, -6, 6, -8, -12, 6, -4, -22
-1,9:-4, -6, 6, 10, -14, -4, -2, -4
-1,9:-4, -6, 6, 10, -14, -4, -2, 0
14,-18:-4, 2, 0, -8, 4, -22, -16, -22
14,-18:-4, 2, 0, -8, 4, -22, -16, -20
14,-18:-4, 2, 0, -8, 4, -22, -16, -18
14,-18:-4, 2, 0, -8, 4, -18, -12, -22
14,-18:-4, 2, 0, -8, 4, -18, -12, -20
3,-7:-4, 2, 6, -8, 6, -2, -6, -12
3,-7:-4, 2, 6, -8, 6, -2, -6, -10
3,-7:-4, 2, 6, -8, 6, -2, -6, -8
3,1:-4, 4, -10, 2, -16, -10, -6, -10
-3,13:6, 6, -4, -4, 2, 6, -6, 12
-3,13:6, 6, -4, -4, 2, 6, 12, -6
-3,13:6, 6, -4, -4, 2, 6, 12, -4
-3,13:6, 6, -4, -4, 2, 6, 12, -2
1,-1:6, 6, -2, -4, -4, -10, -18, 16
1,-1:6, 6, -2, -4, -4, -10, 16, -18
1,-1:6, 6, -2, -4, -4, -10, 16, -14
-1,1:6, 6, -2, -4, 4, -2, 8, 14
1,-1:6, 6, 8, -4, -4, -10, -18, 6
1,-1:6, 6, 8, -4, -4, -10, -18, 16
-2,-2:-4, -6, -14, -2, 8, 10, -2, -2, -8, -16, 18
12,-1:-4, -6, -14, 6, -2, -22, -10, -14, -22, -4, 0
9,7:-4, -6, -14, 6, -2, -20, -28, -10, -18, 4, -24
9,7:-4, -6, -14, 6, -2, -20, -28, -10, -18, 4, -22
9,7:-4, -6, -14, 6, -2, -20, -28, -10, -18, 4, -20
9,7:-4, -6, -14, 6, -2, -18, -20, -10, -18, 4, -16
9,7:-4, -6, -14, 6, -2, -18, -20, -10, -18, 4, -14
9,7:-4, -6, -14, 6, -2, -18, -20, -10, -18, 4, -12
12,-1:-4, -6, -14, 6, -2, -10, -14, -22, -4, 0, -22
2,7:-4, -6, -14, 6, 0, 14, -14, 12, 18, 16, 10
-1,6:-4, -6, -14, 6, 0, 14, -14, 12, 18, 22, 16
-1,6:-4, -6, -14, 6, 0, 14, -14, 12, 18, 22, 18
-1,6:-4, -6, -14, 6, 0, 14, -14, 12, 18, 22, 20
-3,9:-4, -6, -14, 6, 6, 12, 6, 10, 10, 4, -4
-3,9:-4, -6, -14, 6, 6, 12, 6, 10, 10, 4, 0
-3,9:-4, -6, -14, 6, 6, 12, 10, 10, 4, -4, 6
-2,-3:-4, -6, -14, 6, 6, 12, 18, 4, 8, 6, 8
-2,-3:-4, -6, -14, 6, 6, 12, 18, 4, 8, 6, 18
24,-4:-4, -6, -8, -20, -20, -26, -22, -16, -28, -22, -34
13,-17:-4, -6, -8, -20, -20, -26, -22, -16, -28, -22, -32
13,-17:-4, -6, -8, -20, -20, -26, -22, -16, -28, -22, -30
18,-21:-4, -6, -8, -20, -20, -20, -8, -22, -26, -8, -18
22,-24:-4, -6, -8, -20, -20, -12, -14, -22, -10, -36, -36
22,-24:-4, -6, -8, -20, -20, -12, -14, -22, -10, -36, -34
11,-13:-4, -6, -8, -20, -20, -12, -8, -22, -8, -16, -28
11,-13:-4, -6, -8, -20, -20, -12, -8, -22, -8, -16, -26
11,-13:-4, -6, -8, -20, -20, -12, -8, -22, -8, -16, -24
7,-1:-4, -6, -8, -18, -20, -10, -10, -16, -22, -22, -20
7,-1:-4, -6, -8, -18, -20, -10, -10, -16, -22, -22, -18
7,-1:-4, -6, -8, -18, -20, -10, -10, -16, -22, -22, -16
7,-1:-4, -6, -8, -18, -20, -10, -10, -16, -14, -20, -18
7,-1:-4, -6, -8, -18, -20, -10, -10, -16, -14, -20, -8
7,-1:-4, -6, -8, -18, -20, -10, -10, -16, -14, -16, -18
7,-1:-4, -6, -8, -18, -20, -10, -10, -16, -14, -16, -16
7,-1:-4, -6, -8, -18, -20, -10, -10, -16, -14, -16, -14
7,-1:-4, -6, -8, -18, -20, -10, -10, -16, -14, -14, -22
9,-8:-4, -6, -8, -18, -4, -8, -36, -10, -4, -6, -12
6,-9:-4, -6, -8, -18, -4, -8, -36, -10, -4, 0, -6
6,-9:-4, -6, -8, -18, -4, -8, -36, -10, -4, 0, -4
6,-9:-4, -6, -8, -18, -4, -8, -36, -10, -4, 0, -2
29,-4:-4, -6, -8, -18, -4, -8, -20, -26, -20, -22, -28
26,-5:-4, -6, -8, -18, -4, -8, -20, -26, -20, -16, -22
26,-5:-4, -6, -8, -18, -4, -8, -20, -26, -20, -16, -20
26,-5:-4, -6, -8, -18, -4, -8, -20, -26, -20, -16, -18
0,-1:-4, -6, -8, -18, -2, -14, -26, -22, -28, -24, -28
4,-14:-4, -6, -8, -18, -2, -14, -26, -14, 4, -12, 0
4,-14:-4, -6, -8, -18, -2, -14, -26, -14, 4, -12, 2
4,-14:-4, -6, -8, -18, -2, -14, -26, -14, 4, -12, 4
7,-20:-4, -6, -8, -18, -2, -14, -20, -6, 4, -10, -16
9,0:-4, -6, -8, -18, -2, -14, -18, -28, -20, -8, -4
4,-10:-4, -6, -8, -18, -2, -14, -18, -22, 0, -18, 0
4,-10:-4, -6, -8, -18, -2, -14, -18, -22, 0, -18, 10
9,0:-4, -6, -8, -18, -2, -14, -18, -20, -8, -4, -28
9,0:-4, -6, -8, -18, -2, -14, -18, -20, -8, -4, -18
2,-6:-4, -6, -8, -16, -28, -28, -22, -18, -34, -12, -32
2,-6:-4, -6, -8, -16, -28, -28, -22, -18, -34, -12, -30
2,-6:-4, -6, -8, -16, -28, -28, -22, -18, -34, -12, -28
2,-6:-4, -6, -8, -16, -28, -28, -22, -18, -30, -10, -16
2,-6:-4, -6, -8, -16, -28, -28, -22, -18, -30, -10, -10
1,-8:-4, -6, -8, -16, -28, -22, -14, -8, -14, -24, 2
1,-8:-4, -6, -8, -16, -28, -22, -14, -8, -14, 2, -24
1,-8:-4, -6, -8, -16, -28, -22, -14, -8, -14, 2, -18
6,-20:-4, -6, -8, -16, -26, -28, -28, -34, -42, -8, -6
6,-20:-4, -6, -8, -16, -26, -28, -28, -34, -42, -8, 4
6,-20:-4, -6, -8, -16, -26, -28, -28, -34, -42, -6, -8
6,-20:-4, -6, -8, -16, -26, -28, -28, -34, -8, -6, -42
6,-20:-4, -6, -8, -16, -26, -28, -28, -34, -8, -6, -38
4,-18:-4, -6, -8, -16, -26, -28, -20, -26, -16, -10, -6
4,-18:-4, -6, -8, -16, -26, -28, -20, -26, -16, -10, 4
4,-18:-4, -6, -8, -16, -26, -28, -20, -26, -16, -6, -10
-3,-11:-4, -6, -8, -16, -26, -12, 6, -12, -34, -16, -2
-3,-11:-4, -6, -8, -16, -26, -12, 6, -12, -34, -16, 0
-3,-11:-4, -6, -8, -16, -26, -12, 6, -12, -34, -16, 2
-3,-11:-4, -6, -8, -16, -26, -12, 6, -12, -34, -2, -16
-3,-11:-4, -6, -8, -16, -26, -12, 6, -12, -34, -2, -14
-3,-11:-4, -6, -8, -16, -26, -12, 6, -12, -16, -2, -34
-3,-11:-4, -6, -8, -16, -26, -12, 6, -12, -16, -2, -32
-3,-11:-4, -6, -8, -16, -26, -12, 6, -12, -16, -2, -30
6,-20:-4, -6, -8, -16, -16, -28, -28, -34, -42, -6, -18
6,-20:-4, -6, -8, -16, -16, -28, -28, -34, -42, -6, -8
2,1:-4, -6, -8, -16, -16, -24, 6, -22, 4, 10, 8
2,1:-4, -6, -8, -16, -16, -24, 6, -22, 4, 10, 10
22,5:-4, -6, -8, -16, -16, -24, 6, -6, -12, -6, -8
22,5:-4, -6, -8, -16, -16, -24, 6, -6, -12, -6, -6
-3,-13:-4, -6, -8, -16, -16, -22, 6, -22, -20, -2, -4
-3,-13:-4, -6, -8, -16, -16, -22, 6, -22, -20, -2, -2
8,-15:-4, -6, -8, -16, -16, -14, 0, -18, 2, 12, 2
8,-15:-4, -6, -8, -16, -16, -14, 0, -18, 2, 12, 4
8,-15:-4, -6, -8, -16, -16, -14, 0, -18, 2, 12, 6
-2,-8:-4, -6, -8, -16, -16, -14, 6, -8, -28, -10, -26
-2,-8:-4, -6, -8, -16, -16, -14, 6, -8, -28, -10, -24
-2,-8:-4, -6, -8, -16, -16, -14, 6, -8, -28, -10, -22
7,2:-4, -6, -8, -16, -10, -18, -20, 6, -22, 0, -12
7,2:-4, -6, -8, -16, -10, -18, -20, 6, -22, 0, -10
4,1:-4, -6, -8, -16, -10, -18, -20, 6, -20, -12, -28
4,1:-4, -6, -8, -16, -10, -18, -20, 6, -20, -12, -26
4,1:-4, -6, -8, -16, -10, -18, -20, 6, -20, -12, -24
7,2:-4, -6, -8, -16, -10, -18, -20, 6, -12, 0, -22
7,2:-4, -6, -8, -16, -10, -18, -20, 6, -12, 0, -18
17,2:-4, -6, -8, -10, -10, -10, -12, -4, -8, -26, -10
7,-11:-4, -6, -8, -4, -14, -20, -20, -2, -20, -10, -8
7,-11:-4, -6, -8, -4, -14, -20, -20, -2, -20, -10, -6
7,-11:-4, -6, -8, -4, -14, -20, -20, -2, -20, -10, -4
-1,0:-4, -6, -8, -4, -14, -10, -22, -8, -20, -18, 0
-1,0:-4, -6, -8, -4, -14, -10, -22, -8, -20, 0, -18
-1,0:-4, -6, -8, -4, -14, -10, -22, -8, -20, 0, -14
-1,0:-4, -6, -8, -4, -14, -10, -22, -8, 0, -14, -20
1,-9:-4, -6, -8, -4, -14, -10, -8, -20, -14, -4, -8
1,-9:-4, -6, -8, -4, -14, -10, -8, -20, -14, -4, -6
1,-9:-4, -6, -8, -4, -14, -10, -8, -20, -14, -4, -4
1,-9:-4, -6, -8, -4, -14, -10, -8, -20, -14, 2, -10
1,-9:-4, -6, -8, -4, -14, -10, -8, -20, -14, 2, -8
1,-9:-4, -6, -8, -4, -14, -10, -8, -20, -14, 2, -6
1,-9:-4, -6, -8, -4, -14, -10, -8, -20, -8, -8, -2
1,-9:-4, -6, -8, -4, -14, -10, -8, -20, -6, -12, -14
1,-9:-4, -6, -8, -4, -14, -10, -8, -20, -6, -12, -12
1,-9:-4, -6, -8, -4, -14, -10, -8, -20, -6, -12, -10
16,-22:-4, -6, -8, -4, -14, -2, -28, -22, -22, -20, -28
16,-22:-4, -6, -8, -4, -14, -2, -24, -20, -26, -28, -22
16,-22:-4, -6, -8, -4, -14, -2, -24, -20, -26, -28, -12
16,-22:-4, -6, -8, -4, -14, -2, -24, -18, -22, -32, -30
16,-22:-4, -6, -8, -4, -14, -2, -24, -18, -22, -32, -28
16,-22:-4, -6, -8, -4, -14, -2, -24, -18, -22, -32, -26
-14,14:-4, -6, 0, -8, -20, 4, 4, -4, 0, -4, 22
7,-15:-4, -6, 0, -8, -18, -14, -8, -20, -14, -18, -18
7,-15:-4, -6, 0, -8, -18, -14, -8, -20, -14, -18, -14
7,-15:-4, -6, 0, -8, -18, -14, -8, -20, -14, -16, -18
7,-15:-4, -6, 0, -8, -18, -14, -8, -20, -14, -12, -16
7,-15:-4, -6, 0, -8, -18, -14, -8, -20, -14, -12, -14
7,-15:-4, -6, 0, -8, -18, -14, -8, -20, -14, -12, -12
6,-11:-4, -6, 0, -8, -18, -10, -10, -16, -24, -14, 0
18,-26:-4, -6, 0, -8, -12, -14, -10, -20, -8, -34, -34
18,-26:-4, -6, 0, -8, -12, -14, -10, -20, -8, -34, -32
12,-19:-4, -6, 0, -8, -12, 0, -14, -18, -10, -18, -4
12,-19:-4, -6, 0, -8, -12, 0, -14, -18, -10, -4, -18
15,-18:-4, -6, 0, -8, -12, 0, -14, -18, 0, -10, -28
1,5:-4, -6, 0, -8, -12, 0, 4, -20, -10, -8, -10
1,5:-4, -6, 0, -8, -12, 0, 4, -20, -10, -8, -6
5,-3:-4, -6, 0, -8, -2, -16, -4, -22, -16, -12, -16
10,-1:-4, -6, 0, -2, -30, -4, 2, -2, -2, -4, 2
13,-2:-4, -6, 0, -2, -30, -4, 2, 0, -6, -8, -10
10,-3:-4, -6, 0, -2, -30, -4, 2, 6, -6, -8, 0
10,-3:-4, -6, 0, -2, -30, -4, 2, 6, -6, -8, 2
10,-3:-4, -6, 0, -2, -30, -4, 2, 6, -6, -8, 4
7,-4:-4, -6, 0, -2, -30, -4, 2, 6, -4, -6, 0
7,-4:-4, -6, 0, -2, -30, -4, 2, 6, -4, -6, 2
4,-5:-4, -6, 0, -2, -30, -4, 2, 6, -4, 6, 0
4,-5:-4, -6, 0, -2, -30, -4, 2, 6, -4, 6, 2
4,-5:-4, -6, 0, -2, -30, -4, 2, 6, -4, 6, 4
4,-5:-4, -6, 0, -2, -30, -4, 2, 6, 6, 8, 0
-1,-11:-4, -6, 0, -2, -30, -4, 4, -4, -4, -4, 2
30,3:-4, -6, 0, -2, -14, -20, -14, -18, -18, -20, -14
33,2:-4, -6, 0, -2, -14, -20, -14, -16, -22, -24, -26
30,1:-4, -6, 0, -2, -14, -20, -14, -10, -22, -24, -16
30,1:-4, -6, 0, -2, -14, -20, -14, -10, -22, -24, -14
30,1:-4, -6, 0, -2, -14, -20, -14, -10, -22, -24, -12
27,0:-4, -6, 0, -2, -14, -20, -14, -10, -20, -22, -16
27,0:-4, -6, 0, -2, -14, -20, -14, -10, -20, -22, -14
24,-1:-4, -6, 0, -2, -14, -20, -14, -10, -20, -10, -16
24,-1:-4, -6, 0, -2, -14, -20, -14, -10, -20, -10, -14
24,-1:-4, -6, 0, -2, -14, -20, -14, -10, -20, -10, -12
24,-1:-4, -6, 0, -2, -14, -20, -14, -10, -10, -8, -16
19,-7:-4, -6, 0, -2, -14, -20, -12, -20, -20, -20, -14
24,-1:-4, -6, 0, -2, -10, -6, -16, -20, -14, -16, -14
24,-1:-4, -6, 0, -2, -10, -6, -16, -20, -14, -16, -12
24,-1:-4, -6, 0, -2, -10, -6, -16, -20, -14, -16, -10
-2,-5:-4, -6, 6, -8, -18, -14, -6, -20, -16, 0, -22
-2,-5:-4, -6, 6, -8, -18, -14, -6, -20, -16, 0, -20
-2,-5:-4, -6, 6, -8, -18, -14, -6, -20, -16, 0, -18
-2,20:-4, -6, 6, -8, -12, -28, -18, -4, -6, -18, -4
-2,20:-4, -6, 6, -8, -12, -28, -18, -4, -6, -18, -2
-2,20:-4, -6, 6, -8, -12, -28, -18, -4, -6, -18, 0
-9,0:-4, -6, 6, -8, -12, -24, -20, 10, 4, 2, -12
-9,0:-4, -6, 6, -8, -12, -24, -20, 10, 4, 2, -2
17,-11:-4, -6, 6, -8, -12, -18, -14, 10, 4, -18, -6
17,-11:-4, -6, 6, -8, -12, -18, -14, 10, 4, -18, -2
17,-11:-4, -6, 6, -8, -12, -18, -10, -18, -18, -8, 4
17,-11:-4, -6, 6, -8, -12, -18, -10, -18, -18, -4, 2
17,-11:-4, -6, 6, -8, -12, -18, -10, -18, -18, 4, -8
17,-11:-4, -6, 6, -8, -12, -18, -10, -18, -18, 4, -6
17,-11:-4, -6, 6, -8, -12, -18, -10, -18, -18, 4, -4
17,-11:-4, -6, 6, -8, -12, -18, -10, -18, -8, 4, -18
21,-8:-4, -6, 6, -8, -12, -18, 6, 2, -22, -14, -2
21,-8:-4, -6, 6, -8, -12, -18, 6, 2, -22, -14, 4
21,-8:-4, -6, 6, -8, -12, -18, 6, 2, -22, -2, -14
21,-8:-4, -6, 6, -8, -12, -18, 6, 2, -22, -2, -12
21,-8:-4, -6, 6, -8, -12, -18, 6, 2, -22, -2, -10
-7,-7:-4, -6, 6, -8, -12, -16, -18, -12, -22, 2, -6
4,3:-4, -6, 6, -8, -12, -4, -24, -18, -22, -26, 4
4,3:-4, -6, 6, -8, -12, -4, -24, -18, -22, 4, -26
4,3:-4, -6, 6, -8, -12, -4, -24, -18, -22, 4, -16
16,-13:-4, -6, 6, -8, -12, -4, -14, -22, -24, 2, -12
16,-13:-4, -6, 6, -8, -12, -4, -14, -22, -24, 2, -2
10,-15:-4, -6, 6, -8, -12, -4, -14, -6, -12, -24, -20
10,-15:-4, -6, 6, -8, -12, -4, -14, -6, -12, -24, -18
10,-15:-4, -6, 6, -8, -12, -4, -14, -6, -12, -24, -16
10,-15:-4, -6, 6, -8, -12, -4, -14, -6, 12, 0, 0
10,-15:-4, -6, 6, -8, -12, -4, -14, -6, 12, 0, 4
10,-15:-4, -6, 6, -8, -12, -4, -14, -6, 12, 4, 0
10,-15:-4, -6, 6, -8, -12, -4, -14, 2, -6, -10, -2
10,-15:-4, -6, 6, -8, -12, -4, -14, 2, 0, -28, -12
10,-15:-4, -6, 6, -8, -12, -4, -14, 2, 0, -28, -4
10,-15:-4, -6, 6, -8, -12, -4, -14, 2, 0, -12, -28
10,-15:-4, -6, 6, -8, -12, -4, -14, 2, 0, -12, -20
10,-15:-4, -6, 6, -8, -12, -4, -14, 6, 2, -6, -14
19,-12:-4, -6, 6, -8, -12, -4, -12, -22, -24, -26, 2
16,-13:-4, -6, 6, -8, -12, -4, -12, -22, -24, 6, 6
16,-13:-4, -6, 6, -8, -12, -4, -12, -22, -24, 6, 8
16,-13:-4, -6, 6, -8, -12, -4, -12, -22, -24, 6, 10
13,-14:-4, -6, 6, -8, -12, -4, -12, -22, 6, 2, 4
13,-14:-4, -6, 6, -8, -12, -4, -12, -22, 6, 2, 6
13,-14:-4, -6, 6, -8, -12, -4, -12, -22, 6, 2, 8
10,-15:-4, -6, 6, -8, -12, -4, -12, 6, 2, 12, 6
10,-15:-4, -6, 6, -8, -12, -4, -12, 6, 2, 12, 8
10,-15:-4, -6, 6, -8, -12, -4, -12, 6, 2, 12, 10
10,-15:-4, -6, 6, -8, -12, -4, -12, 12, 0, 4, -4
13,-14:-4, -6, 6, -8, -12, -4, -2, -8, -22, 2, -14
13,-14:-4, -6, 6, -8, -12, -4, -2, -8, -22, 2, -12
13,-14:-4, -6, 6, -8, -12, -4, -2, -8, -22, 2, -10
13,-14:-4, -6, 6, -8, -12, -4, -2, -8, -22, 12, 2
13,-14:-4, -6, 6, -8, -12, -4, -2, -8, -22, 12, 6
10,-15:-4, -6, 6, -8, -12, -4, -2, -8, -18, 2, -16
10,-15:-4, -6, 6, -8, -12, -4, -2, -8, -18, 2, -14
10,-15:-4, -6, 6, -8, -12, -4, -2, -8, -18, 2, -12
10,-15:-4, -6, 6, -8, -12, -4, -2, 4, -12, -14, -8
10,-15:-4, -6, 6, -8, -12, -4, -2, 4, -12, -14, -6
10,-15:-4, -6, 6, -8, -12, -4, -2, 4, -12, -14, -4
16,-13:-4, -6, 6, -8, -12, -4, 2, -4, -22, -24, -10
16,-13:-4, -6, 6, -8, -12, -4, 2, -4, -22, -24, 0
10,-15:-4, -6, 6, -8, -12, -4, 2, -4, -4, -8, 0
10,-15:-4, -6, 6, -8, -12, -4, 2, -4, 2, -26, -10
10,-15:-4, -6, 6, -8, -12, -4, 2, -4, 2, -26, -2
10,-15:-4, -6, 6, -8, -12, -4, 2, -4, 2, -10, -26
10,-15:-4, -6, 6, -8, -12, -4, 2, -4, 2, -10, -18
16,-13:-4, -6, 6, -8, -12, -4, 6, -4, -22, -24, -4
16,-13:-4, -6, 6, -8, -12, -4, 6, -4, -22, -24, 4
13,-14:-4, -6, 6, -8, -12, -4, 6, -4, -22, -6, -6
13,-14:-4, -6, 6, -8, -12, -4, 6, -4, -22, -6, -2
13,-14:-4, -6, 6, -8, -12, -4, 6, -4, -22, -6, 4
13,-14:-4, -6, 6, -8, -12, -4, 6, -4, -22, 0, 0
13,-14:-4, -6, 6, -8, -12, -4, 6, -4, -22, 0, 4
13,-14:-4, -6, 6, -8, -12, -4, 6, -4, -22, 2, 8
13,-14:-4, -6, 6, -8, -12, -4, 6, -4, -22, 2, 12
10,-15:-4, -6, 6, -8, -12, -4, 6, -4, 0, 2, -6
10,-15:-4, -6, 6, -8, -12, -4, 6, -4, 0, 2, -4
10,-15:-4, -6, 6, -8, -12, -4, 6, -4, 0, 2, -2
10,-15:-4, -6, 6, -8, -12, -4, 6, 2, -4, 0, -14
10,-15:-4, -6, 6, -8, -12, -4, 6, 2, -4, 0, -10
13,-14:-4, -6, 6, -8, -12, -4, 6, 2, 4, -22, -12
13,-14:-4, -6, 6, -8, -12, -4, 6, 2, 4, -22, -2
6,0:-4, -6, 6, -8, -12, 4, -4, -14, -28, -28, -14
6,0:-4, -6, 6, -8, -12, 4, -4, -14, -28, -28, -12
16,-13:-4, -6, 6, -8, -12, 4, -4, -12, -22, -24, -2
16,-13:-4, -6, 6, -8, -12, 4, -4, -12, -22, -24, 0
16,-13:-4, -6, 6, -8, -12, 4, -4, -12, -22, -24, 2
13,-14:-4, -6, 6, -8, -12, 4, -4, -12, -22, 6, 0
13,-14:-4, -6, 6, -8, -12, 4, -4, -12, -22, 6, 2
13,-14:-4, -6, 6, -8, -12, 4, -4, -12, -22, 6, 4
10,-15:-4, -6, 6, -8, -12, 4, -4, -12, -4, -6, 2
10,-15:-4, -6, 6, -8, -12, 4, -4, -12, 6, -4, -2
10,-15:-4, -6, 6, -8, -12, 4, -4, -12, 6, -4, 0
10,-15:-4, -6, 6, -8, -12, 4, -4, -12, 6, -4, 2
10,-15:-4, -6, 6, -8, -12, 4, -4, 6, 6, -2, -6
10,-15:-4, -6, 6, -8, -12, 4, -4, 6, 6, -2, -2
22,-11:-4, -6, 6, -8, -12, 6, -4, -22, -24, -26, -28
10,-15:-4, -6, 6, -8, -12, 6, 10, 0, -4, -12, 2
10,-15:-4, -6, 6, -8, -12, 6, 10, 0, -4, 2, -8
10,-15:-4, -6, 6, -8, -12, 6, 10, 0, -4, 2, -6
10,-15:-4, -6, 6, -8, -12, 6, 10, 0, -4, 2, -4
16,4:-4, -6, 6, -8, -12, 10, -10, -12, -18, -10, -10
16,-13:-4, -6, 6, -8, -12, 10, -4, -12, -22, -24, 6
16,-13:-4, -6, 6, -8, -12, 10, -4, -12, -22, -24, 10
13,-14:-4, -6, 6, -8, -12, 10, 2, -4, -12, -22, 2
10,-15:-4, -6, 6, -8, -12, 10, 2, -4, -12, 6, -2
10,-15:-4, -6, 6, -8, -12, 10, 2, -4, -12, 6, 4
10,-15:-4, -6, 6, -8, -12, 10, 2, -4, -12, 12, -2
10,-15:-4, -6, 6, -8, -12, 10, 2, -4, -12, 12, 2
10,-15:-4, -6, 6, -8, -12, 10, 2, -4, 6, 10, -4
9,-4:-4, -6, 6, -8, -12, 10, 4, -18, -24, -6, -24
-2,-3:-4, -6, 6, -8, -12, 10, 4, -14, -20, -8, 4
-5,-4:-4, -6, 6, -8, -12, 10, 4, -14, -20, -4, -4
-5,-4:-4, -6, 6, -8, -12, 10, 4, -14, -20, -4, 0
3,-1:-4, -6, 6, -8, -10, -20, 0, -2, 4, -2, 8
11,-7:-4, -6, 6, -8, -10, -14, 0, -2, -24, -8, 0
11,-7:-4, -6, 6, -8, -10, -14, 0, -2, -24, -8, 2
11,-7:-4, -6, 6, -8, -10, -14, 0, -2, -24, -8, 4
3,8:-4, -6, 6, -8, -10, -14, 10, 4, -28, -22, 0
4,1:-4, -6, 6, -8, -10, 0, -18, -30, -8, -12, -26
4,1:-4, -6, 6, -8, -10, 0, -18, -30, -8, -12, -22
4,1:-4, -6, 6, -8, -10, 0, -18, -20, -28, -8, -8
4,1:-4, -6, 6, -8, -10, 0, -18, -20, -28, -8, -6
4,1:-4, -6, 6, -8, -10, 0, -18, -20, -8, -8, -28
6,-9:-4, -6, 6, -8, -10, 0, -18, -14, -6, -6, -4
3,-1:-4, -6, 6, -8, -10, 0, -2, 4, -2, 8, -20
3,-1:-4, -6, 6, -8, -10, 0, -2, 4, -2, 8, -10
-7,-6:-4, -6, 6, -8, -8, -22, -16, -14, -4, -12, -10
27,-15:-4, -6, 6, -8, 10, 2, -14, -30, -28, -20, -2
27,-15:-4, -6, 6, -8, 10, 2, -14, -30, -28, -20, 0
27,-15:-4, -6, 6, -8, 10, 2, -14, -30, -28, -20, 2
27,-15:-4, -6, 6, -8, 10, 2, -14, -30, -28, -2, -20
27,-15:-4, -6, 6, -8, 10, 2, -14, -30, -28, -2, -10
27,-15:-4, -6, 6, -8, 10, 2, -14, -30, -20, -2, -28
0,-3:-4, -6, 6, -2, 12, 4, 12, 8, -8, -14, 2
0,-3:-4, -6, 6, -2, 12, 4, 12, 8, -8, 2, -14
3,2:-4, -6, 6, -2, 12, 18, 22, 16, -10, 30, 2
3,-3:-4, -6, 6, 0, -8, -18, -20, -10, 10, -8, -8
2,-4:-4, -6, 6, 0, -8, -18, -14, -20, -10, -14, 4
-4,-3:-4, -6, 6, 0, -8, -18, 14, 0, -2, 4, 2
-5,7:-4, -6, 6, 0, -8, -12, -20, 0, 2, 8, -2
-5,7:-4, -6, 6, 0, -8, -12, 0, 2, 8, -2, -20
-5,7:-4, -6, 6, 0, -8, -12, 0, 2, 8, -2, -10
3,-5:-4, -6, 6, 0, -8, -4, -4, 8, 4, 10, 4
0,12:-4, -6, 6, 0, -8, -2, -8, 14, -24, 2, -4
4,2:-4, -6, 6, 0, -8, 14, -10, -20, -2, -8, -12
4,2:-4, -6, 6, 0, -8, 14, -10, -20, -2, -8, -10
-4,-3:-4, -6, 6, 0, -8, 14, 0, -2, 4, 2, -18
-4,-3:-4, -6, 6, 0, -8, 14, 0, -2, 4, 2, -8
1,-5:-4, -6, 6, 0, -2, -30, -4, -14, 0, -10, 14
1,-5:-4, -6, 6, 0, -2, -30, -4, -14, 0, 14, -10
1,-5:-4, -6, 6, 0, -2, -30, -4, -14, 0, 14, 0
3,-2:-4, -6, 6, 0, -2, -30, -4, 14, -12, -2, 2
10,-12:-4, -6, 6, 0, -2, -30, 14, -14, -4, -20, 0
1,3:-4, -6, 6, 0, 8, -2, 6, 8, -2, -12, 6
1,3:-4, -6, 6, 0, 8, -2, 6, 8, -2, 6, -12
1,3:-4, -6, 6, 0, 8, -2, 6, 8, -2, 6, -10
-6,1:-4, -6, 6, 0, 8, -2, 14, 16, 20, 4, 8
1,-7:-4, -6, 6, 0, 8, 4, -4, 0, -8, -2, 0
-4,10:-4, -6, 6, 0, 8, 4, 16, 10, 0, 2, 24
2,7:-4, -6, 6, 0, 14, -14, 12, 18, 16, 10, -14
2,7:-4, -6, 6, 0, 14, -14, 12, 18, 16, 10, -4
25,12:-4, -6, 6, 0, 14, 0, -4, 2, 0, -6, -8
22,11:-4, -6, 6, 0, 14, 0, -4, 2, 6, -6, 0
22,11:-4, -6, 6, 0, 14, 0, -4, 2, 6, -6, 2
22,11:-4, -6, 6, 0, 14, 0, -4, 2, 6, -6, 4
